,brand,store,sido,gungu,address,phone
35,goobne,해운대중동점,부산광역시,해운대구,"부산광역시 해운대구  달맞이길65번길 15, 103호",051-701-9235
36,goobne,해남점,전라남도,해남군,전라남도 해남군 해남읍 법원길4,061-537-9494
37,goobne,함열점,전라북도,익산시,전라북도 익산시 함열읍 함열1길 28,063-862-9994
38,goobne,함안칠원점,경상남도,함안군,경상남도 함안군 칠원읍 구성길 43,055-587-9030
39,goobne,함안가야점,경상남도,함안군,경상남도 함안군 가야읍 가야로 135,055-583-9282
40,goobne,함덕점,제주특별자치도,제주시,"제주특별자치도 제주시 조천읍 조함해안로 434, 2층",064-782-5469
41,goobne,한성대점,서울특별시,성북구,"서울특별시 성북구  삼선교로2길 3,  1층(삼선동1가)",02-762-9294
42,goobne,한라초점,제주특별자치도,제주시,"제주특별자치도 제주시  연화로3길 3-1, 1층(연동)",064-745-9245
43,goobne,한남대점,대전광역시,동구,대전광역시 동구 계족로443번길 70 1층 (용전동),042-638-9492
44,goobne,학익점,인천광역시,미추홀구,"인천광역시 미추홀구 소성로 168, 1층",032-873-9922
45,goobne,학동사거리점,서울특별시,강남구,"서울특별시 강남구  도산대로50길 21,  101호(논현동)",02-518-9492
46,goobne,하월곡점,서울특별시,성북구,서울특별시 성북구 오패산로3길 122,02-941-9282
47,goobne,"하안3,4동점",경기도,광명시,경기도 광명시  하안로 254,02-893-9282
48,goobne,하복대점,충청북도,청주시,충청북도 청주시 흥덕구  죽천로 120,043-236-5594
49,goobne,하당지구점,전라남도,목포시,전라남도 목포시  옥암로96번길 14,061-285-9294
50,goobne,하늘도시1호점,인천광역시,중구,"인천광역시 중구  하늘달빛로 64번길 6-3, 스카이프자라 105호",032-746-9492
51,goobne,하남풍산점,경기도,하남시,"경기도 하남시 덕풍동로 111-10 트윈렉스1 113,114호	",031-792-9290
52,goobne,하남신장점,경기도,하남시,경기도 하남시  신평로61번길 18,031-791-9492
53,goobne,풍향산수점,광주광역시,북구,광주광역시 북구 풍향동 579-5번지,062-269-9492
54,goobne,풍덕천1동점,경기도,용인시,"경기도 용인시 수지구  수지로342번길 42, 1층(풍덕천동)",031-262-9294
55,goobne,풍납1호점,서울특별시,송파구,서울특별시 송파구  풍성로24길 40,02-474-8292
56,goobne,풍기점,경상북도,영주시,경상북도 영주시 풍기읍 기주로 89,054-637-9294/054-638-9294
57,goobne,표선점,제주도,서귀포시,제주도 서귀포시 표선면 표선중앙로 106,064-787-8295/064-787-8990
58,goobne,포항흥해점,경상북도,포항시,경상북도 포항시 북구 흥해읍 한동로 40번길 20,054-262-8294
59,goobne,포항효곡점,경상북도,포항시,"경상북도 포항시 남구  효자동길 10번길 27, 1층",054-282-9294
60,goobne,포항죽도점,경상북도,포항시,"경상북도 포항시 북구  죽파로 24, 1층",054-277-8294
61,goobne,포항오천점,경상북도,,경상북도  포항시 남구 오천읍 냉천로340번길 16,054-292-9294
62,goobne,포항양포점,경상북도,포항시,경상북도 포항시 남구  동해안로3268,054-276-9492
63,goobne,포항양덕점,경상북도,포항시,경상북도 포항시 북구 천마로 103 1층(양덕동),054-244-9494
64,goobne,포항두호우현점,경상북도,포항시,"경상북도 포항시 북구  새천년대로 1020길 12, 213동 106호",054-254-9294
65,goobne,포항동해점,경상북도,포항시,"경상북도 포항시 남구 동해면 일월로 100, 1층",054-283-9294
66,goobne,포항대이양학점,경상북도,포항시,"경상북도 포항시 북구  이동로 48-1, 205호",054-282-9559
67,goobne,포천점,경기도,포천시,경기도 포천시  원앙로 18-2,031-536-9288
68,goobne,포천일동점,경기도,포천시,경기도 포천시 일동면 기산6리 91-36,031-532-9492
69,goobne,포천운천점,경기도,포천시,경기도 포천시 영북면 운천로 6-1,031-534-9493
70,goobne,평택포승점,경기도,평택시,경기도 평택시 포승읍 도곡리 1141-17,031-684-9404
71,goobne,평택팽성점,경기도,평택시,"경기도 평택시 팽성읍 송화택지로 72, A 1층",031-656-8294
72,goobne,평택안중점,경기도,평택시,"경기도 평택시 안중읍 안중로8번길64,1층",031-682-9492
73,goobne,평촌스마트점,경기도,안양시,경기도 안양시 동안구  시민대로327번길 7,031-423-9992
74,goobne,평창장평점,강원도,평창군,"강원도 평창군 용평면 금송1길 49, 1층",033-332-4509
75,goobne,평내점,경기도,남양주시,경기도 남양주시  경춘로1286번안길 4-2,031-594-9492
76,goobne,파주교하점,경기도,파주시,경기도 파주시  책향기로 369,031-949-9484
77,goobne,파장점,경기도,수원시,"경기도 수원시 장안구  파장로 67, 1층 101호(정자동)",031-268-9492
78,goobne,퇴계원점,경기도,남양주시,"경기도 남양주시 퇴계원면 퇴계원로 94, 1층(퇴계원리 95)",031-529-9973
79,goobne,통진점,경기도,김포시,경기도 김포시 통진읍 서암리 1113 서암주공아파트 제상가동 101호,031-989-0290
80,goobne,통영죽림점,경남,통영시,경남 통영시 광도면 죽림3로 43-16,055-645-9294
81,goobne,통영도남미수점,경상남도,통영시,경상남도 통영시 해평1길 6-4  (봉평동),055-648-9294
82,goobne,"태평2,4동점",경기도,성남시,"경기도 성남시 수정구  탄리로 96번길 20, 102호",031-755-9492
83,goobne,태장우산점,강원도,원주시,"강원도 원주시 북원로2718번길 2, 1층(태장동)",033-747-9492
84,goobne,태백점,강원도,태백시,강원도 태백시  상장남길 67,033-553-9482/033-553-9488
85,goobne,탄현점,경기도,고양시,경기도 고양시 일산구 현중로 26번길 81,031-912-9492
86,goobne,칠성고성점,대구광역시,북구,대구광역시 북구  호암로 30 1층 102호(칠성동2가),053-354-9494
87,goobne,칠금문화점,충청북도,충주시,충청북도 충주시  칠금3길 16-1,043-856-8294
88,goobne,칠곡왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 2번도로길 64,054-972-9294
89,goobne,충효탑정점,경상북도,경주시,"경상북도 경주시  충효녹지길 6-17, 1층",054-772-8294
90,goobne,충주호암용산점,충청북도,충주시,충청북도 충주시 호암동 133-10번지 102호,043-855-9599
91,goobne,충장서남점,광주광역시,동구,광주광역시 동구  백서로 125번길 28-1,062-226-9282
92,goobne,충북증평읍점,충청북도,증평군,충청북도 증평군 증평읍 초중로 45,043-838-9482
93,goobne,충북제천1호점,충청북도,제천시,충청북도 제천시  의림대로 190,043-652-9289
94,goobne,충북옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 양수로 30-2,043-731-9279
95,goobne,충북옥산점,충청북도,청주시,충청북도 청주시 흥덕구 옥산면 가락길32,043-263-9966/043-275-9494
96,goobne,충북오창점,충청북도,청원군,"충청북도 청원군 오창읍 구룡4길6,101호",043-217-9289
97,goobne,충북괴산점,충청북도,괴산군,충청북도 괴산군 괴산읍 읍내로13길 21,043-833-9495/043-833-9497
98,goobne,충무로점,서울특별시,중구,서울특별시 중구 충무로4가 120-3 진양상가 2층,02-2268-9295
99,goobne,충무공점,경상남도,진주시,"경상남도 진주시  범골로60번길 12, 준스타워 1동 107호",055-761-9248
100,goobne,충남합덕점,충청남도,당진시,충청남도 당진시 합덕읍 미락4길 33,041-363-9272
101,goobne,충남태안점,충청남도,태안군,충청남도 태안군 태안읍 동문리 터널길 25,041-674-9252
102,goobne,충남당진점,충청남도,당진시,충청남도 당진시  읍내동 1096,041-352-9294/041-353-9294
103,goobne,충남논산점,충청남도,논산시,충청남도 논산시  내동 1169번지 101호,041-733-9282
104,goobne,춘천후평점,강원도,춘천시,"강원도 춘천시  부평길 8, 1층 우측",033-253-9952
105,goobne,춘천효자점,강원도,춘천시,강원도 춘천시 효자동 665-1,033-257-8892
106,goobne,춘천소양점,강원도,춘천시,강원도 춘천시  서부대성로47번길 4 1층 (요선동),033-243-8892
107,goobne,춘천석사점,강원도,춘천시,강원도 춘천시 석사동 642번지,033-263-9582
108,goobne,초월점,경기도,광주시,"경기도 광주시 초월읍 경충대로1127번길 55, E편한세상 B-106호",031-765-9492
109,goobne,청파점,서울특별시,용산구,서울특별시 용산구  청파로47길 17 지층 1층,02-712-9892
110,goobne,청천2동점,인천광역시,부평구,"인천광역시 부평구  평천로 158, 102호(청천동, 럭스96)",032-522-9482
111,goobne,청주용암점,충청북도,청주시,충청북도 청주시 상당구 용암동 2183번지,043-297-9289
112,goobne,청주분평점,충청북도,청주시,"충청북도 청주시 서원구  청남로 1994 , 1층 (분평동)",043-295-9277
113,goobne,청주봉명점,충청북도,청주시,"충청북도 청주시 흥덕구  덕암로 108번길 61 , 102호(봉명동)",043-272-9294
114,goobne,청주동남지구점,충청북도,청주시,"충청북도 청주시 상당구  중고개로 104,  상가2동 103호(용암동, 칸타빌 더 테라스 2단지)",043-286-0902
115,goobne,청주금천점,충청북도,청주시,충청북도 청주시 상당구  중고개로 273번길 64,043-223-9989
116,goobne,청주강서지구점,충청북도,청주시,충청북도 청주시 흥덕구  서현북로 24,043-239-8292
117,goobne,청주가경점,충청북도,청주시,"충청북도 청주시 흥덕구  경산로 28, 1층(가경동)",043-236-9294
118,goobne,청북점,경기도,평택시,경기도 평택시 청북읍 옥길리 1165-5,031-684-9004
119,goobne,청룡점,서울특별시,관악구,"서울특별시 관악구  쑥고개로 89, 1층",02-886-9294
120,goobne,청라2호점,인천광역시,서구,인천광역시 서구 경서동 981-93 1층 101호,032-565-9298
121,goobne,청라1호점,인천광역시,서구,"인천광역시 서구 청라라임로100, 104",032-568-9233
122,goobne,청담점,서울특별시,강남구,서울특별시 강남구 청담동 35-1 1층,02-541-9294
123,goobne,첨단2호점,광주광역시,북구,"광주광역시 북구  첨단연신로91번길 44, 대성빌딩 112호",062-576-9233
124,goobne,철산1.2동점,경기도,광명시,"경기도 광명시  시청로 33, 101호, 102호(철산동)",02-2682-9294
125,goobne,천호3동점,서울특별시,강동구,"서울특별시 강동구  구천면로 238, 103호",02-486-9492
126,goobne,천호1동점,서울특별시,강동구,서울특별시 강동구 천호1동 224-50번지,02-488-9492
127,goobne,천안청수점,충청남도,천안시,충청남도 천안시 동남구 청수6로105 (청수동),041-566-8294
128,goobne,천안차암점,충청남도,천안시,충청남도 천안시 서북구 차암동 435-1힐링제이타워 1층 115호,041-554-9492/041-554-9491
129,goobne,천안직산점,충청남도,천안시,"충청남도 천안시 서북구 직산읍 삼은3길 38, 102호",041-583-9482
130,goobne,천안용곡점,충청남도,천안시,충청남도 천안시 동남구  새말1길 47,041-592-8292
131,goobne,천안쌍용점,충청남도,천안시,충청남도 천안시 서북구 쌍용13길 13-2 (쌍용동),041-573-5959
132,goobne,천안신부점,충청남도,천안시,충청남도 천안시 동남구 신부동 319-37,041-555-9492
133,goobne,천안성환점,충청남도,천안시,충청남도 천안시 서북구  성환3로 38 1층,041-587-9595
134,goobne,천안성정점,충청남도,,충청남도  천안시 서북구  서부19길 4 1층 (성정동),041-578-9294
135,goobne,천안성성점,충청남도,천안시,충청남도 천안시 서북구  성성2길 54-1,041-556-9482
136,goobne,천안불당점,충청남도,천안시,"충청남도 천안시 서북구 불당25로142, 골든프라자 102, 103호 (불당동)",041-577-9492
137,goobne,천안백석점,충청남도,,"충청남도  천안시 서북구   백석4길 31, 108호",041-557-9492
138,goobne,천안두정점,충청남도,천안시,"충청남도 천안시 서북구  두정고3길 8, 1층(두정동)",041-563-9494
139,goobne,창현점,경기도,남양주시,경기도 남양주시 화도읍 경춘로창벌1길 19,031-559-9285
140,goobne,창원팔용점,경상남도,창원시,경상남도 창원시 의창구 팔용동 183-9번지,055-253-9492
141,goobne,창원중앙점,경상남도,창원시,"경상남도 창원시 성산구  용지로121번길 15, 1층",055-285-9282
142,goobne,창원소답점,경상남도,창원시,"경상남도 창원시 의창구  읍성로89번길 2, 1층 101호",055-251-8294
143,goobne,창원봉곡사림점,경상남도,창원시,경상남도 창원시 의창구  사림로 53,055-266-9492
144,goobne,창원반송점,경상남도,창원시,"경상남도 창원시 성산구  원이대로393번길 17 ,  1층 2호(반지동)",055-261-9294
145,goobne,창원명서도계점,경상남도,창원시,경상남도 창원시 의창구  도계동396-7 1층,055-276-9294
146,goobne,창원동읍점,경상남도,창원시,경상남도 창원시 의창구 동읍 용정길32번길 16,055-252-9282
147,goobne,창원대방점,경상남도,창원시,"경상남도 창원시 성산구  창이대로901번길 30 , 8동 1층 120호(대방동, 대방그린빌아파트)",055-283-9494
148,goobne,창원감계점,경상남도,창원시,"경상남도 창원시 의창구 북면 감계로 266, 204호",055-255-0770
149,goobne,창녕읍점,경상남도,창녕군,경상남도 창녕군 창녕읍  명덕로 6-1,055-533-9492
150,goobne,창5동점,서울시,도봉구,"서울시 도봉구  노해로61길 4,  지층 비101호(창동, 리솜하우스)",02-998-2292
151,goobne,창4동점,서울특별시,도봉구,"서울특별시 도봉구  노해로70길 46, 125호(창동, 19단지종합상가)",02-902-9289
152,goobne,창2동점,서울특별시,도봉구,"서울특별시 도봉구  도봉로 110다길 51,  태영 창동데시앙 아파트상가 109호",02-997-0092
153,goobne,진해웅천점,경상남도,진해시,경상남도 진해시 성내동 359-1번지,055-542-9999
154,goobne,진해용원웅동점,경상남도,진해시,경상남도 진해시 안골동 376-3,055-552-8595
155,goobne,진해석동풍호점,경상남도,창원시,"경상남도 창원시 진해구  냉천로 88, 103호",055-544-9494
156,goobne,진천읍점,충청북도,진천군,충청북도 진천군 진천읍 중앙동로 132,043-533-9492
157,goobne,진주하대초장점,경상남도,진주시,경상남도 진주시  하대로 116,055-759-9285
158,goobne,진주칠암망경점,경상남도,진주시,경상남도 진주시  진주대로 849-10,055-762-9285
159,goobne,진주신안평거점,경상남도,진주시,경상남도 진주시 신평공원길 25번길 12-13,055-748-9492/055-637-8607
160,goobne,진주상봉봉안점,경상남도,진주시,경상남도 진주시  진주성로 103,055-743-8294
161,goobne,진주상대점,경상남도,진주시,경상남도 진주시 돗골로 126-1 1층 (상대동),055-758-9282
162,goobne,진주금산점,경상남도,진주시,경상남도 진주시 금산면 중천로 74,055-761-9474
163,goobne,진주가호점,경상남도,진주시,경상남도 진주시  진주대로 568번길 8,055-752-9444
164,goobne,진접지구점,경기도,남양주시,경기도 남양주시 진접읍 해밀예당2로 117,031-529-9482
165,goobne,진안점,경기도,,"경기도  화성시  병점동로 126, 1층 101,102호",031-222-9234
166,goobne,진부점,강원도,평창군,강원도 평창군 진부면 진부중앙로 53,033-336-7889
167,goobne,진도점,전라남도,진도군,전라남도 진도군 진도읍 쌍정리 257-20,061-544-9480/061-544-9433
168,goobne,지행1호점,경기도,동두천시,경기도 동두천시  생연로9번길 23,031-867-9292
169,goobne,지세포점,경상남도,거제시,경상남도 거제시 일운면 거제대로 2471,055-681-9422
170,goobne,지산신장점,경기도,평택시,경기도 평택시  송탄공원로73 (지산동),031-666-5959
171,goobne,중화1호점,서울특별시,중랑구,서울특별시 중랑구 중화1동 295-22,02-492-8294
172,goobne,중촌목동점,대전광역시,중구,대전광역시 중구  중촌로24번길 23. 1층,042-222-9295
173,goobne,중앙반월점,경상남도,창원시,"경상남도 창원시 마산합포   3.15대로 77, 105호",055-222-9296
174,goobne,중앙고잔점,경기도,안산시,"경기도 안산시 단원구  당곡로 33,  104호(고잔동, 안산프라움씨티오피스텔)",031-414-9294
175,goobne,중산점,경기도,고양시,"경기도 고양시 일산동구  탄중로431번길 32, 1층 1호",031-975-9291
176,goobne,중동2호점,경기도,부천시,경기도 부천시 원미구 중동 1058-1,032-329-9994/032-329-9996
177,goobne,중동1호점,경기도,부천시,"경기도 부천시  중동로248번길 55 (중동, 무광프라자 109호)",032-321-2330
178,goobne,중곡4동점,서울특별시,광진구,"서울특별시 광진구  영화사로 47, 1층(중곡동, 박빌딩)",02-452-9998
179,goobne,중곡1동점,서울특별시,광진구,서울특별시 광진구  능동로 339,02-499-9294
180,goobne,중계1동점,서울특별시,노원구,"서울특별시 노원구  덕릉로 591,  1층 102호(중계동, 금화빌딩)",02-936-9492
181,goobne,죽전단국대점,경기도,용인시,"경기도 용인시 수지구  죽전로 164, 1층 102호(죽전동, 화이트존)",031-897-9494
182,goobne,주엽2동점,경기도,고양시,"경기도 고양시 일산서구  중앙로 1471, 105호",031-918-9291
183,goobne,주안3호점,인천광역시,남구,인천광역시 남구  미추홀대로 591,032-872-9294
184,goobne,주안2호점,인천광역시,미추홀구,인천광역시 미추홀구  석정로 379,032-866-0444
185,goobne,주문진읍점,강원도,강릉시,강원도 강릉시 주문진읍 항구로41-1 1층,033-662-3920
186,goobne,좌4동점,부산광역시,해운대구,"부산광역시 해운대구  세실로 174(좌동, 삼성아파트 분산상가 103호)",051-702-9482
187,goobne,"좌1,3동점",부산광역시,해운대구,"부산광역시 해운대구  대천로67번길 15, 112호",051-747-9266/051-704-9201
188,goobne,종암점,서울특별시,성북구,"서울특별시 성북구  종암로 19길 46, 103호",02-953-9192
189,goobne,종로4가점,서울특별시,종로구,"서울특별시 종로구 창경궁로 113, 1층",02-747-9294
190,goobne,조치원점,세종특별자치시,,"세종특별자치시  조치원읍   충현로 72,삼일상가@110호",044-865-8292
191,goobne,제천하소점,충청북도,제천시,충청북도 제천시  용두대로15가길 13,043-643-9294
192,goobne,제주한림점,제주도,제주시,제주도 제주시 한림읍 한림로 653,064-796-9454
193,goobne,제주중문점,제주도,서귀포시,제주도 서귀포시  천제연로 183-1,064-738-9280
194,goobne,제주외도점,제주도,제주시,"제주도 제주시  우정로18길 12, 1층",064-743-9294
195,goobne,제주영어도시점,제주도,서귀포시,제주도 서귀포시 대정읍 에듀시티로 23 상가동 105호,064-792-8293
196,goobne,제주연동점,제주도,제주시,제주도 제주시 연동 274-21,064-747-9280
197,goobne,제주아라점,제주도,제주시,제주도 제주시 아라1동  1718-3 원신아파트 상가 1층,064-702-9294
198,goobne,제주신촌점,제주도,제주시,"제주도 제주시 조천읍 신북로 99, 1층",064-721-4161
199,goobne,제주신시가지점,제주도,서귀포시,제주도 서귀포시  신서로 55 강정상록아파트 상가,064-739-9294
200,goobne,제주동홍점,제주도,서귀포시,제주도 서귀포시  일주동로 8588,064-733-8292
201,goobne,제주노형점,제주도,제주시,제주도 제주시  정존13길 14,064-746-8292
202,goobne,정자마을점,경기도,성남시,"경기도 성남시 분당구  내정로 54,  나상가동 1층 104호(정자동, 한솔마을주공6단지아파트)",031-716-9949
203,goobne,정자1동점,경기도,성남시,"경기도 성남시 분당구  내정로119번길 17,  1(일부)층 102호(정자동)",031-715-8294
204,goobne,정읍수성점,전라북도,정읍시,전라북도 정읍시  수성택지4길 4(수성동),063-537-9992
205,goobne,정읍상동점,전라북도,정읍시,전라북도 정읍시  학산로 127-31(상동),063-532-9294
206,goobne,"정왕3,4동점",경기도,시흥시,"경기도 시흥시  정왕신길로49번길 28 107호(정왕동 1875-2, 미주아파트상가)",031-488-9492
207,goobne,정왕1동점,경기도,시흥시,"경기도 시흥시  봉우재로 10,  1층 일부호(정왕동)",031-488-9294
208,goobne,정발산점,경기도,고양시,경기도 고양시 일산동구  산두로 239,031-925-3892
209,goobne,정릉역점,서울특별시,성북구,"서울특별시 성북구 정릉로 26길 8, 제상가동 1층",02-943-9294
210,goobne,정릉1호점,서울특별시,성북구,서울특별시 성북구  보국문로16길 74,02-919-9294
211,goobne,정관신도시점,부산광역시,기장군,"부산광역시 기장군 정관읍 정관로 595, 110호",051-728-9494
212,goobne,정관모전점,부산광역시,기장군,"부산광역시 기장군 정관면 정관로 350, 323동 B101호 (이지더원3차)",051-723-9292
213,goobne,전주평화점,전라북도,전주시,전라북도 전주시 완산구  평화로 139,063-287-9494
214,goobne,전주진북점,전라북도,전주시,전라북도 전주시 덕진구 진북동 434-45번지,063-272-8294
215,goobne,전주인후점,전라북도,전주시,전라북도 전주시 덕진구  견훤로 320 1층,063-243-9294
216,goobne,전주에코시티점,전라북도,전주시,"전라북도 전주시 덕진구  세병로74, 212동 1층 101호",063-278-9494
217,goobne,전주아중점,전라북도,전주시,전라북도 전주시 덕진구  무삼지로 53,063-246-9294
218,goobne,전주서신점,전라북도,전주시,전라북도 전주시 완산구  전룡로 28,063-274-9294
219,goobne,전주삼천점,전라북도,전주시,"전라북도 전주시 완산구  난전들로258, 1층 5호 (삼천동1가)",063-225-9294
220,goobne,전주만성점,전라북도,전주시,"전라북도 전주시 덕진구  만성중앙로 53-37, 1층 103호",063-211-9294
221,goobne,전북혁신도시점,전라북도,완주군,"전라북도 완주군 이서면  출판로 42 , 101호",063-229-9294
222,goobne,전남화순점,전라남도,화순군,전라남도 화순군 화순읍 광덕리 305번지,061-375-9294
223,goobne,전남장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥로 76-10 1층 104호,061-863-8592
224,goobne,전남영암점,전라남도,영암군,전라남도 영암군 영암읍 중앙로 16,061-473-8245
225,goobne,전남영광점,전라남도,영광군,전라남도 영광군 영광읍 옥당로 123,061-353-9294
226,goobne,전남나주점,전라남도,나주시,"전라남도 나주시   중앙로 20,  1층, 오른쪽 첫번째칸(남내동 )",061-334-3070
227,goobne,전남광양읍점,전라남도,광양시,전라남도 광양시 광양읍 유당로 43,061-763-9553 / 061-763-9552
228,goobne,전남강진점,전라남도,강진군,전라남도 강진군 강진읍 보은로1길 25,061-433-9392
229,goobne,전곡점,경기도,연천군,경기도 연천군 전곡읍 은전로86번길 18,031-835-9492
230,goobne,장항점,경기도,고양시,경기도 고양시 일산동구  중앙로 1129  호수마을 1단지 제중관동 1층 1058호,031-907-7775
231,goobne,장천산동점,경상북도,구미시,"경상북도 구미시 산동면 산호대로39길16, 1동 101호",054-476-9285
232,goobne,장지역점,서울특별시,송파구,서울특별시 송파구  새말로143 1층 (문정동),02-430-9294
233,goobne,장안2동점,서울특별시,동대문구,서울특별시 동대문구  사가정로25길 22-3 1층(장안동),02-2247-9393
234,goobne,장안1동점,서울특별시,동대문구,"서울특별시 동대문구  장한로9길 16, 1층",02-2244-9299
235,goobne,장성창포점,경상북도,포항시,경상북도 포항시 북구  대곡로 10,054-252-9595
236,goobne,장성읍점,전라남도,장성군,전라남도 장성군 장성읍 청운길 9-1,061-392-9492
237,goobne,장기감삼점,대구광역시,달서구,대구광역시 달서구 장기동 528,053-523-9492
238,goobne,장곡장현점,경기도,시흥시,"경기도 시흥시  장곡북로 43,  근린생활시설동 1층 5호(장곡동, 시흥장현 루벤시아 1차)",031-362-5892
239,goobne,잠원한강점,서울특별시,서초구,"서울특별시 서초구  강남대로95길 47-4,  1층 2호(잠원동)",02-545-9666
240,goobne,잠실본동점,서울특별시,송파구,서울특별시 송파구 잠실본동 222-10 1층,02-417-9290
241,goobne,잠실2호점,서울특별시,송파구,서울특별시 송파구  석촌호수로 135,02-414-9294
242,goobne,잠실1호점,서울특별시,송파구,서울특별시 송파구  올림픽로 35길 104-108,02-412-9492
243,goobne,작전서운점,인천광역시,계양구,인천광역시 계양구  까치말로45번길 10,032-545-8294
244,goobne,작전2동점,인천광역시,계양구,"인천광역시 계양구  계양대로 120번길 7, 102호",032-541-9294
245,goobne,자운점,대전광역시,유성구,대전광역시 유성구 신봉동 5-2 창조레스텔 1층,042-862-9282042-862-9284
246,goobne,자양점,서울특별시,,"서울특별시  광진구 자양3동 뚝섬로41길 8, B동 1층",02-458-9221
247,goobne,임학점,인천광역시,계양구,"인천광역시 계양구  계양산로 216번길 14, 103호",032-546-9294
248,goobne,일신부개점,인천광역시,부평구,인천광역시 부평구  경인로 1002번길 34-1,032-517-9229
249,goobne,일산풍동점,경기도,고양시,"경기도 고양시 일산구  고풍로 72-41, 104호",031-932-9492
250,goobne,일산식사점,경기도,고양시,"경기도 고양시 일산구  위시티3로 75, 1층",031-962-9492
251,goobne,일산가좌점,경기도,고양시,"경기도 고양시 일산서구  가좌3로 11,  1층 101호, 102호(가좌동, 오성프라자)",031-922-8294
252,goobne,일도동광초점,제주도,제주시,제주도 제주시  연수로3길 7,064-752-5592
253,goobne,일광신도시점,부산광역시,기장군,"부산광역시 기장군 일광면 해빛로 39-14, 1층 102호",051-723-9293
254,goobne,인헌점,서울특별시,관악구,서울특별시 관악구  인헌길 43,02-888-9492
