,brand,store,sido,gungu,address,phone
36,palicana,강화1점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로403번길 5,032-933-3153
37,palicana,강화2점,인천광역시,강화군,인천광역시 강화군 강화읍 중앙로 27,032-934-9200
38,palicana,개군점,경기도,양평군,경기도 양평군 개군면 하자포길 35,031-772-4612
39,palicana,개금점,부산광역시,부산진구,부산광역시 부산진구 개금본동로32 ,051-897-6061
40,palicana,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",02-2688-9292
41,palicana,개신점,충청북도,청주시서원구,충청북도 청주시서원구 장구봉로 130 1층,043-218-9292
42,palicana,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동),033-761-2592
43,palicana,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동),
44,palicana,거모점,경기도,시흥시,"경기도 시흥시 도일로 100-3, 103호",031-492-8222
45,palicana,거제상동점,경상남도,거제시,경상남도 거제시 상동1길 15- 320동 1층,055-636-0588
46,palicana,거진점,강원도,고성군,강원도 고성군 거진읍 거탄진로 117,033-682-3327
47,palicana,거창점,경상남도,거창군,경상남도 거창군 거창읍 거열로2길 17,055-945-2765
48,palicana,건등점,강원도,원주시,"강원도 원주시 문막읍 왕건로 96, 지하1층",033-734-7282
49,palicana,건영점,경기도,고양시일산서구,경기도 고양시일산서구 성저로 110번지,
50,palicana,건천점,경상북도,경주시,"경상북도 경주시 건천읍 내서로 1126, 101",054-751-3510
51,palicana,검산점,전라북도,김제시,전라북도 김제시 검산택지5길 4 ,063-543-9272
52,palicana,검암경서점,인천광역시,서구,"인천광역시 서구 승학로 426, 우주프라자 104",032-565-7768
53,palicana,경기송산점,경기도,화성시,경기도 화성시 수노을1로 191,
54,palicana,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 중앙로43번길71,055-673-6633
55,palicana,경남금산점,경상남도,진주시,경상남도 진주시 금산면 금산로 101,055-763-9299
56,palicana,경남단계점,경상남도,산청군,경상남도 산청군 신등면 신등가회로 15,055-972-3018
57,palicana,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 정의1길 16,055-852-3197
58,palicana,경남양산점,경상남도,양산시,경상남도 양산시 중앙로 111,055-385-5329
59,palicana,경복점,서울특별시,강남구,"서울특별시 강남구 봉은사로43길 8, 1층 (논현동)",
60,palicana,경안점,경기도,광주시,경기도 광주시 중앙로 179 (송정동),031-762-0415
61,palicana,경포대점,강원도,강릉시,강원도 강릉시  해안로 501 ,033-644-1600
62,palicana,계산1점,인천광역시,계양구,인천광역시 계양구 경명대로1029번길 9,032-543-4195
63,palicana,계양1동점,인천광역시,계양구,인천광역시 계양구 황어로115번길 10,032-512-9876
64,palicana,고강1점,경기도,부천시오정구,경기도 부천시오정구 소사로794번길 59,
65,palicana,고강2점,경기도,부천시오정구,경기도 부천시오정구 고리울로52번길 35,032-671-1980
66,palicana,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72,031-637-6683
67,palicana,고대점,충청남도,당진시,충청남도 당진시 고대면 고대로 47,041-352-8295
68,palicana,고덕역점,서울특별시,강동구,"서울특별시 강동구 아리수로64길 11, 1층 (고덕동)",02-428-0777
69,palicana,고덕점,충청남도,예산군,충청남도 예산군 고덕면 용고길 353,041-337-8319
70,palicana,고매리점,경기도,용인시기흥구,경기도 용인시기흥구 동탄기흥로 700 1층 (고매동),031-286-4296
71,palicana,고북점,충청남도,서산시,충청남도 서산시 고북면 고북1로 305-3,041-663-1956
72,palicana,고양동점,경기도,고양시덕양구,경기도 고양시덕양구 혜음로8 ,
73,palicana,고잔2점,경기도,안산시단원구,"경기도 안산시단원구 민속공원로 95, 104호",031-414-9070
74,palicana,고잔점,경기도,안산시단원구,"경기도 안산시단원구 적금로 244, 문화연립상가동 110",031-401-1452
75,palicana,고척점,서울특별시,구로구,서울특별시 구로구 고척로 183-1,
76,palicana,고천점,경기도,의왕시,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",031-454-0055
77,palicana,고한점,강원도,정선군,강원도 정선군  고한읍 고한로 151-1,033-591-8212
78,palicana,곡반정점,경기도,수원시권선구,경기도 수원시권선구 곡선로50번길 48,
79,palicana,곤명점,경상남도,사천시,경상남도 사천시 곤명면 완사2길23,055-853-8382
80,palicana,곤지암점,경기도,광주시,경기도 광주시 곤지암읍 곤지암로 158,031-762-3660
81,palicana,공덕동점,서울특별시,마포구,서울특별시 마포구 효창목4길 25,02-707-1371
82,palicana,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",02-704-0401
83,palicana,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1,031-653-9441
84,palicana,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동),02-978-9222
85,palicana,공성점,경상북도,상주시,경상북도 상주시 공성면 옥산리 290-8,054-535-5000
86,palicana,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동),041-854-1215
87,palicana,공주중동점,충청남도,공주시,충청남도 공주시 웅진로 140(중동),041-852-8850
88,palicana,과학단지점,충청북도,청주시청원구,충청북도 청주시청원구 오창읍 오창중앙로 94,043-900-8292
89,palicana,관산점,경기도,고양시덕양구,경기도 고양시덕양구 통일로802번길 71,031-963-2740
90,palicana,관양1점,경기도,안양시동안구,경기도 안양시동안구 관평로327번길 25 101호,031-388-5259
91,palicana,관음점,대구광역시,북구,대구광역시 북구 칠곡중앙대로95 48-1,
92,palicana,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호,042-544-9292
93,palicana,광교점,경기도,수원시영통구,"경기도 수원시영통구 대학1로8번길 59, 1층103호(이의동)",
94,palicana,광나루점,서울특별시,광진구,"서울특별시 광진구 아차산로78길 165, 1층 102호(광장동)",02-455-5111
95,palicana,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 83,031-527-9300
96,palicana,광명1점,경기도,광명시,경기도 광명시 오리로 937,02-2688-7025
97,palicana,광명2점,경기도,광명시,경기도 광명시 광화로 16,02-2681-4280
98,palicana,광명역점,경기도,광명시,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)",02-898-1618
99,palicana,광산점,광주광역시,광산구,광주광역시 광산구 송정로1번길 86,062-941-0550
100,palicana,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,051-753-8989
101,palicana,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43,061-762-2828
102,palicana,광장동점,서울특별시,광진구,서울특별시 광진구 구의로16길 23,02-455-4566
103,palicana,광주점,경기도,광주시,경기도 광주시 문화로 6(역동),
104,palicana,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천로 312,041-642-0008
105,palicana,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1,031-947-3171
106,palicana,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,043-535-2170
107,palicana,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",043-833-0444
108,palicana,괴안1점,경기도,부천시소사구,"경기도 부천시소사구 부광로8번길 39,104(괴안동)",032-343-4885
109,palicana,괴정1점,대전광역시,서구,대전광역시 서구 갈마로 170,042-526-3222
110,palicana,교대역점,서울특별시,서초구,서울특별시 서초구 서초대로60길 25 1층,02-585-4066
111,palicana,교하신도시점,경기도,파주시,경기도 파주시 숲속노을로 300 상가동 1층 104호,
112,palicana,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3),033-764-9291
113,palicana,구래점,경기도,김포시,경기도 김포시 김포한강4로42 88,031-982-9936
114,palicana,구례점,전라남도,구례군,전라남도 구례군 구례읍 중앙로 35,061-782-8838
115,palicana,구로2동점,서울특별시,구로구,서울특별시 구로구 구로동로23길 7,02-854-1929
116,palicana,구리남점,경기도,구리시,"경기도 구리시 안골로20번길 28(교문동, 1층)",031-569-9292
117,palicana,구미송정점,경상북도,구미시,경상북도 구미시 신시로14길 14,054-443-8592
118,palicana,구반월점,경기도,안산시상록구,경기도 안산시상록구 남산평1길 3,031-502-1140
119,palicana,구성마북점,경기도,용인시기흥구,경기도 용인시기흥구 연원로 5(마북동),031-286-3854
120,palicana,구암점,전라북도,군산시,전라북도 군산시 서당길 9 102호,063-443-3396
121,palicana,구운점,경기도,수원시권선구,"경기도 수원시권선구 구운로32, 1층(구운동)",031-292-6310
122,palicana,구월1동점,인천광역시,남동구,인천광역시 남동구 용천로17번길 15,032-471-2484
123,palicana,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동),02-455-6200
124,palicana,군남점,경기도,연천군,경기도 연천군 군남면 군남로 115,031-833-3355
125,palicana,군위점,경상북도,군위군,경상북도 군위군 군위읍 서부리 57-1,054-382-3392
126,palicana,군자11점,경기도,안산시단원구,경기도 안산시단원구 선부광장남로 109 가동상가 110호,031-402-3842
127,palicana,군포당동점,경기도,군포시,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)",031-454-8174
128,palicana,궁동점(대전),대전광역시,유성구,대전광역시 유성구 궁동로 18번길 94,042-823-2223
129,palicana,권선점,경기도,수원시권선구,경기도 수원시권선구 세권로181번길 13(권선동),
130,palicana,궐동대우점,경기도,오산시,경기도 오산시 청학로 173번길 18(수청동),031-375-1486
131,palicana,근화점,전라남도,목포시,전라남도 목포시 산정로 268-3,061-272-3294
132,palicana,금곡점,경기도,남양주시,경기도 남양주시 사릉로 14,031-592-7921
133,palicana,금곡점(수원),경기도,수원시권선구,경기도 수원시권선구 금곡로140번길 95-27 1층 101호,031-292-9282
134,palicana,금산2점,충청남도,금산군,충청남도 금산군 금산읍 건삼전길 38,041-751-0152
135,palicana,금암점,전라북도,전주시덕진구,전라북도 전주시덕진구 조경단로 44,063-254-6525
136,palicana,금오점,경기도,의정부시,경기도 의정부시 금신로 398,
137,palicana,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 18,043-878-1330
138,palicana,금장점,경상북도,경주시,경상북도 경주시 현곡면 금장5길 20-20,054-775-8969
139,palicana,금촌주공점,경기도,파주시,경기도 파주시 가나무로 103 지하층(금촌동),031-943-9955
140,palicana,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2,02-2234-4870
141,palicana,금호역점,서울특별시,성동구,서울특별시 성동구 독서당로 287,02-2238-6777
142,palicana,기계점,경상북도,포항시북구,경상북도 포항시북구 기계면 기계로 63-1,054-243-1820
143,palicana,기아점,경기도,광명시,경기도 광명시 기아로 25-1,
144,palicana,기업도시점(원주),강원도,원주시,강원도 원주시 지정면 신지정로295,033-744-7310
145,palicana,기업도시점(충주),충청북도,충주시,"충청북도 충주시 중앙탑면 원앙9길 15 , 1층 112호",043-842-7755
146,palicana,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1,051-722-9292
147,palicana,기지시점,충청남도,당진시,충청남도 당진시 송악읍 틀모시로 783-1,
148,palicana,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)",02-470-3580
149,palicana,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,02-914-7777
150,palicana,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동),055-337-5686
151,palicana,김해중앙점,경상남도,김해시,경상남도 김해시 가락로15번길 12,055-328-9282
152,palicana,까치산점,서울특별시,강서구,"서울특별시 강서구 강서로12길 3  (화곡동, 인터시티빌라 1층 102호)",02-2696-2705
153,palicana,꼬꼬점,경상북도,포항시북구,경상북도 포항시북구 칠성천길 98,054-242-9291
154,palicana,꿈.연화점,경기도,부천시원미구,경기도 부천시원미구 옥산로 86,032-657-1008
155,palicana,낙성대1점,서울특별시,관악구,서울특별시 관악구 인헌3가길 2,02-877-6451
156,palicana,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43,02-859-7272
157,palicana,남목점,울산광역시,동구,울산광역시 동구 동해안로 40-2(동부동),052-234-3310
158,palicana,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동),033-762-3727
159,palicana,남원노암점,전라북도,남원시,전라북도 남원시 노송로 1231 한신아파트상가 102호,063-632-3181
160,palicana,남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 태위로 689(남원항공),064-764-8292
161,palicana,남창덕신점,울산광역시,울주군,울산광역시 울주군 온양읍 연안8길30,052-238-1030
162,palicana,남촌점,경기도,오산시,경기도 오산시 성호대로 24-1(오산동),
163,palicana,남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로48,055-862-1400
164,palicana,내곡동점,강원도,강릉시,강원도 강릉시  관대길 70(내곡동),033-643-2808
165,palicana,내동2점,대전광역시,서구,대전광역시 서구 동서대로 977,042-527-3111
166,palicana,내동점,경기도,부천시오정구,경기도 부천시오정구 삼작로96번길 21(내동 19-12),032-675-9601
167,palicana,내면점,강원도,홍천군,강원도 홍천군  내면읍 창촌로 48,033-432-0418
168,palicana,내손동점,경기도,의왕시,"경기도 의왕시 계원대학로 26, 201호 (내손동, 주영프라자)",031-426-9282
169,palicana,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2,041-634-8685
170,palicana,노량점,경상남도,남해군,경상남도 남해군  설천면 노량로201,055-864-0388
171,palicana,노암점,강원도,강릉시,강원도 강릉시  노가니길 1(노암동),033-647-8592
172,palicana,노은반석점,대전광역시,유성구,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)",042-826-9282
173,palicana,노학점,강원도,속초시,강원도 속초시 교동로 55(교동),033-636-5592
174,palicana,녹양점,경기도,의정부시,"경기도 의정부시 비우로20번길 29(가능동,지상1층)",031-879-9982
175,palicana,논산2점,충청남도,논산시,충청남도 논산시 계백로 1008,041-733-2396
176,palicana,논산대교점,충청남도,논산시,충청남도 논산시 대화로133번길 9-5,041-733-9955
177,palicana,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",
178,palicana,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)",02-515-5770
179,palicana,농암점,경상북도,문경시,경상북도 문경시 농암면 청암2길 10,054-571-3020
180,palicana,능곡점,경기도,고양시덕양구,"경기도 고양시덕양구 토당로78번길 7-10, 1층(토당동)",031-974-7747
181,palicana,다운점,울산광역시,중구,울산광역시 중구 운곡8길86 ,052-222-7282
182,palicana,다인점,경상북도,의성군,경상북도 의성군 다인면 서릉길 59,054-861-9988
183,palicana,단계점,강원도,원주시,강원도 원주시 원문로 85 1층(학성동),033-731-9292
184,palicana,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동),033-743-6586
185,palicana,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동),033-763-9289
186,palicana,단구점,강원도,원주시,강원도 원주시 치악로 1629 (단구동),033-763-8929
187,palicana,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동),031-634-4547
188,palicana,달동1점,울산광역시,남구,울산광역시 남구 왕생로100번길 25-1,052-273-9292
189,palicana,달동2점,울산광역시,남구,"울산광역시 남구 번영로107번길 3, 203(달동, 주공아파트)",052-269-9959
190,palicana,달전점,경상북도,포항시북구,경상북도 포항시북구 흥해읍 도음로877번길 9 삼도미래타운106-106,054-262-4200
191,palicana,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",02-2247-4880
192,palicana,당감점,부산광역시,부산진구,부산광역시 부산진구 당감서로 78,051-898-3392
193,palicana,당북점,경상북도,안동시,경상북도 안동시 대안로 65-2,054-842-7474
194,palicana,당산동점,서울특별시,영등포구,서울특별시 영등포구 영중로 114 (영등포동8가),02-2671-5559
195,palicana,당수동점,경기도,수원시권선구,경기도 수원시권선구 당진로 14번길 57 상가 105(당수동),031-419-8450
196,palicana,당진1점,충청남도,당진시,충청남도 당진시 당진중앙2로 54-5,041-352-9999
197,palicana,당진2점,충청남도,당진시,충청남도 당진시 무수동로 195,041-357-8966
198,palicana,당진3점,충청남도,당진시,충청남도 당진시 원당로 55,041-355-4343
199,palicana,당진신평점,충청남도,당진시,충청남도 당진시 신평로 827,041-362-9288
200,palicana,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1,043-421-3392
201,palicana,대고점,대전광역시,중구,"대전광역시 중구 테미로 31-1(대흥동, 1층)",042-256-6213
202,palicana,대광리점,경기도,연천군,경기도 연천군 신서면 도대로3번길 33,031-834-8009
203,palicana,대구고성점,대구광역시,서구,대구광역시 서구 원대로13길 16,053-354-9901
204,palicana,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동),053-255-5417
205,palicana,대구대명점,대구광역시,남구,대구광역시 남구 두류공원로17길 48,053-656-9515
206,palicana,대구상동점,대구광역시,수성구,대구광역시 수성구 청수로3길 87,
207,palicana,대구서문점,대구광역시,서구,대구광역시 서구 국채보상로76길 45-6,
208,palicana,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379,053-964-5592
209,palicana,대구신당점,대구광역시,달서구,대구광역시 달서구 서당로7길 109,
210,palicana,대구지산점,대구광역시,수성구,대구광역시 수성구 용학로35길 17,053-783-7890
211,palicana,대림동산점,경기도,안성시,경기도 안성시 공도읍 양기길 48 ,031-658-9192
212,palicana,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17,02-867-8292
213,palicana,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1,02-842-4747
214,palicana,대명계대점,대구광역시,남구,대구광역시 남구 중앙대로31길 176,053-219-9992
215,palicana,대방동점,서울특별시,동작구,서울특별시 동작구 등용로 112-1,02-826-2282
216,palicana,대봉점,대구광역시,중구,대구광역시 중구 동덕로6길 12-14,
217,palicana,대산점,충청남도,서산시,충청남도 서산시 대산읍 구진로 61-1,041-664-9400
218,palicana,대소점,충청북도,음성군,충청북도 음성군 대소면 오태로99번길 12-4,043-881-8508
219,palicana,대송점,울산광역시,동구,울산광역시 동구 대송6길 24,052-236-3333
220,palicana,대신점,경기도,여주시,경기도 여주시 대신면 여양로 1452,031-884-3669
221,palicana,대연점,부산광역시,남구,부산광역시 남구 천제등로28번길 50,
222,palicana,대우점,인천광역시,부평구,인천광역시 부평구 산청로17번길 12,
223,palicana,대전옥계점,대전광역시,중구,대전광역시 중구 대종로 59(옥계동),042-272-9292
224,palicana,대전용문점,대전광역시,서구,대전광역시 서구 용문로 35-18,042-524-8030
225,palicana,대전터미널점,대전광역시,동구,대전광역시 동구 동서대로1695번길 106,042-631-0666
226,palicana,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동),02-355-6360
227,palicana,대진점,강원도,고성군,강원도 고성군 현내면 한나루로 112-1,033-682-0303
228,palicana,대천해수욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68,041-932-9047
229,palicana,대치동점,서울특별시,강남구,서울특별시 강남구 남부순환로 2917 (1층 108호),
230,palicana,대학로점,강원도,삼척시,강원도 삼척시  대학로 45(당저동),033-573-4298
231,palicana,대화장성점,경기도,고양시일산서구,경기도 고양시일산서구 호수로838번길 22,031-916-1233
232,palicana,대화점(강원),강원도,평창군,강원도 평창군  대화면 대화3길 46,033-333-2001
233,palicana,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809,043-536-5888
234,palicana,덕절리점,경기도,화성시,경기도 화성시 정남면 발안로 1177,031-373-2660
235,palicana,덕정점,경기도,양주시,경기도 양주시 덕정길 23,031-858-2281
236,palicana,덕천점,경기도,안양시만안구,경기도 안양시만안구 덕천로128번길 18(안양동),031-444-0406
237,palicana,덕풍동점,경기도,하남시,"경기도 하남시 신장로 104, 1층 (신장동, 성원쌍떼빌)",031-793-9922
238,palicana,도계점,강원도,삼척시,"강원도 삼척시  도계읍 도계로 228, 1/3",033-541-6027
239,palicana,도고점,충청남도,아산시,충청남도 아산시 도고면 아산만로 162-1,041-544-8746
240,palicana,도구점,경상북도,포항시남구,경상북도 포항시남구 동해면 일월로 116,054-286-2970
241,palicana,도당점,경기도,부천시원미구,경기도 부천시원미구 옥산로 145,032-677-7500
242,palicana,도련점,제주특별자치도,제주시,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103호",064-751-9282
243,palicana,도림주공점,인천광역시,남동구,인천광역시 남동구 논고개로 299,032-434-8292
244,palicana,도립대점,강원도,강릉시,강원도 강릉시  주문진읍 연주로 261-1,033-661-7282
245,palicana,도마점,대전광역시,서구,대전광역시 서구 도마5길 4,042-522-0704
246,palicana,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",02-955-8695
247,palicana,도안지구점,대전광역시,유성구,대전광역시 유성구 원신흥남로 11번길 6-22 (102호),042-822-9283
248,palicana,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동),
249,palicana,도평점,경기도,광주시,경기도 광주시 초월읍 현산로 89-6,031-768-9266
250,palicana,도화동점,서울특별시,마포구,서울특별시 마포구 도화2안길 10 (도화동),02-702-2122
251,palicana,독산1점,서울특별시,금천구,서울특별시 금천구 가산로 80,02-853-0580
252,palicana,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319 (독산동),02-867-1780
253,palicana,동광양점,전라남도,광양시,전라남도 광양시 중마로 201,061-795-8952
254,palicana,동대동점,충청남도,보령시,충청남도 보령시 작은오랏2길 60-6,041-936-8866
255,palicana,동두천역전점,경기도,동두천시,경기도 동두천시 생연로 120(생연동),031-862-2973
256,palicana,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15,031-862-7853
257,palicana,동명동점,강원도,속초시,강원도 속초시 번영로105번길 19(동명동),033-631-2530
258,palicana,동명점,경상북도,칠곡군,경상북도 칠곡군 동명면 봉암1길 7,054-976-4840
259,palicana,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동),051-405-3377
260,palicana,동송점,강원도,철원군,강원도 철원군  동송읍 금학로 232,033-455-4490
261,palicana,동아점,경기도,고양시일산동구,경기도 고양시일산동구 강송로 196 동아아파트상가 1-3,031-902-0203
262,palicana,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층,032-421-8180
263,palicana,동천동점,경기도,용인시수지구,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,031-262-9759
264,palicana,동천점,경상북도,경주시,경상북도 경주시 탈해로47번길 6-4,054-773-7731
265,palicana,동촌점,대구광역시,동구,대구광역시 동구 해동로 243-1,
266,palicana,동탄1점,경기도,화성시,"경기도 화성시 동탄지성로 150-9(능동,상가101호)",031-613-0092
267,palicana,동탄2점,경기도,화성시,경기도 화성시 동탄청계로 303-14,
268,palicana,동탄목동점,경기도,화성시,경기도 화성시 목동 462-4,031-8055-8258
269,palicana,동탄반송점,경기도,화성시,"경기도 화성시 노작로3길 22,1층 일부호(반송동)",
270,palicana,동탄한백점,경기도,화성시,경기도 화성시 동탄대로24길 117,031-373-9228
271,palicana,동탄호수공원점,경기도,화성시,경기도 화성시 산척동 727-6 110호,031-378-1192
272,palicana,동해점,강원도,동해시,강원도 동해시  천곡2길 4(천곡동),033-532-3325
273,palicana,두구동점,부산광역시,금정구,부산광역시 금정구 체육공원로 618,051-508-0032
274,palicana,두정점,충청남도,천안시서북구,충청남도 천안시서북구 부성6길 23,041-556-9933
275,palicana,두호점,경상북도,포항시북구,경상북도 포항시북구 삼호로321번길 12 ,
276,palicana,둔덕점,전라남도,여수시,전라남도 여수시 만성로 20,061-651-6641
277,palicana,둔산1점,대전광역시,서구,대전광역시 서구 둔산로 201 국화동성@상가 202호,042-482-1872
278,palicana,둔산2점,대전광역시,서구,대전광역시 서구 둔산로218번길 29,042-486-1007
279,palicana,뚝섬점,서울특별시,광진구,서울특별시 광진구 뚝섬로23길 50,02-499-4330
280,palicana,레이크타운점,경기도,안산시단원구,"경기도 안산시단원구 광덕1로 195, 104호",031-406-1111
281,palicana,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",031-595-8686
282,palicana,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,031-988-4443
